n_citation
13
3
0
2
112
0
0
39
1
6
40
36
9
89
21
445
7
2
11
26
4
26
23
3
6
60
0
11
4
1704
173
0
11
4
0
14
16
11
0
24
16
58
26
206
266
14
1
39
12
4
0
63
8
132
42
32
3
64
34
4
67
101
7
8
22
5
63
22
7
23
30
10
2
8
2
1
3
2
2
23
5
1
25
3
1
13
49
49
0
138
72
4
0
69
7
89
52
21
71
44
12
4
7
4
8
0
20
8
32
9
0
20
206
117
4
6
1
1
40
30
23
28
5
6
55
17
98
23
19
10
0
12
14
3
77
9
0
29
5
3
37
22
1
4
31
11
49
0
9
21
9
4
22
1
5
11
10
82
18
29
3
0
150
203
12
0
12
0
4
38
125
612
1
0
21
47
0
21
13
0
8
4
9
0
32
0
0
44
20
10
1
9
1
4
1
1
3
101
145
0
3
10
10
2
10
7
55
6
32
4
15
21
0
2
1
10
6
9
4
0
10
2
3
0
4
2
1
0
17
0
20
61
5
2
13
3
0
14
1
12
3
0
2
6
12
13
8
2
54
0
1
0
1
5
1
0
0
36
0
12
2
0
3
2
2
2
19
0
1
24
3
14
2
0
2
24
5
1
0
4
8
0
2
1
20
90
9
18
1
9
38
2
7
1
9
797
2
104
22
2012
14
132
1
9
6
0
0
2
45
9
3
0
9
21
9
25
152
30
4
9
22
1
0
3
0
0
2
0
10
1
0
7
57
14
0
7
38
10
116
3
1
0
30
4
6
2
5
18
12
2
6
15
4
1
3
41
2
35
14
5
5
2
401
177
3
0
29
4
79
0
5
0
30
7
30
29
67
0
4
15
60
3
8
0
18
0
2
6
2
40
4
24
37
23
1
41
2
2
3
10
9
8
14
0
4
0
20
40
8
0
13
3
0
8
299
134
4
16
0
9
3
0
67
7
1
1
0
5
1
7
4
62
0
1
21
2
37
1
27
5
14
25
13
1
113
2
0
8
0
1
4
14
4
221
6
51
0
69
6
1
0
0
1
1
29
4
3
49
11
0
7
14
1
3
75
3
60
2
127
12
23
7
57
16
35
7
1
1
18
7
12
27
1
1
16
3
59
30
0
0
112
7
1
54
3
62
3
3
51
4
15
2
26
35
2
7
16
201
86
49
15
4
1
5
25
21
58
19
7
8
34
6
1
4
5
22
6
1
0
4
14
10
0
2
1
14
33
38
9
7
3
0
75
19
8
2
48
1
117
89
4
33
3
3
6
15
16
58
7
2
8
79
9
146
1
0
9
30
4
3
15
74
15
18
1
8
3
5
1
10
7
10
24
13
16
32
1
22
17
48
2
14
25
11
3
8
4
69
6
1
7
26
3
19
10
4
2
0
139
1
129
5
0
0
19
789
30
3
34
19
73
0
0
8
553
23
0
3
38
3
5
0
24
0
1
13
3
6
1
0
0
2
4
14
0
5
0
34
4
3
41
0
2
51
89
1
29
5
0
220
16
5
7
53
8
2
0
84
360
20
108
17
6
50
576
37
4
57
30
12
4
16
0
5
10
1
0
0
0
35
10
5
100
10
216
2
337
3
12
8
126
16
145
70
348
34
2
4
1
6
2
3
53
20
2
13
1
10
5
1
53
0
13
1682
5
1
7
1
6
3
1
21
7
1
2
515
16
11
0
3
14
13
15
1
46
4
11
29
45
18
2
1
0
13
9
6
7
28
10
15
9
1
27
1
5
5
27
20
114
0
5
4
2
0
51
16
6
0
0
0
1
0
7
15
0
4
25
3
3
4
65
5
8
211
108
7
9
0
29
2
130
132
1
64
1
13
14
0
25
0
24
70
2
14
14
2
3
9
40
29
0
1
9
14
2
4
1
10
2
0
6
12
3
1
75
22
1
3
3
5
18
2
6
12
22
34
31
2
16
19
1
1
4
15
648
22
0
8
1
2
34
22
25
0
1
25
8
8
6
1
4
5
25
0
1
0
9
12
41
131
30
7
9
0
29
44
6
2
21
7
0
7
29
0
29
10
0
28
0
35
7
9
15
24
185
1
93
2
54
1
23
10
0
1
3
27
37
9
0
0
3
43
51
0
45
4
4
176
13
40
5
4
0
8
3
3
16
12
2
14
5
14
29
13
4
37
2
103
5
20
11
0
109
3
7
6
0
6
45
28
5
1157
0
0
10
1
42
1
31
10
2
3
1
42
0
41
19
26
5
6
27
14
27
57
0
0
4
0
150
2
47
135
6
1
12
2
8
0
67
6
5
11
17
34
4
5
11
1
22
7
33
26
0
10
37
2
7
3
4
10
7
96
3
2
73
6
53
97
7
9
2
2
10
2
2
16
22
3
6
52
25
6
134
52
3
0
1
14
293
1
2
2
2
0
13
512
117
2
3
14
0
19
3
0
21
450
7
3
9
2
16
2
41
0
17
9
4
16
56
0
7
9
10
2
1
1
8
18
17
0
7
10
77
1
40
213
833
20
9
12
32
9
0
11
28
5
0
48
12
1
25
18
192
4
38
141
24
3
0
28
0
2
32
38
78
16
7
0
0
8
23
0
18
12
75
28
0
167
5
3
152
26
70
6
34
1
11
0
63
28
10
20
5
0
26
26
26
1
116
0
35
36
6
79
29
16
8
6
15
10
6
31
0
6
7
18
59
37
0
13
191
45
6
0
0
5
4
6
2
10
7
3
0
24
2
1
20
0
0
0
12
3
2
81
622
7
0
0
2
0
9
0
0
21
55
0
3
24
5
0
369
110
8
5
10
34
6
1
34
36
1
6
0
9
97
42
31
0
19
0
17
51
8
3
33
1
2
5
26
3562
8
4
2
8
11
7
9
45
0
7
0
64
2
13
1
11
15
6
9
8
1
25
30
5
181
63
0
57
0
357
2
1
1
57
0
6
1
1
42
5
297
0
4
30
15
14
0
4
135
20
3
0
15
14
356
28
0
6
0
32
0
3
66
16
6
21
58
8
27
4
11
44
80
196
5
7
2
2
25
3
12
11
5
84
155
88
12
18
15
28
1
0
2
6
2
4
19
45
63
34
3
13
47
0
8
16
77
0
2
43
9
5
3
0
12
12
1
2
3
26
1
18
1
7
31
11
29
10
29
24
1
0
2
9
3
37
1
7
63
4
1
30
0
4
9
5
0
0
100
54
0
0
5
25
33
25
8
10
90
0
0
2
12
2
1
18
74
8
62
31
8
1
34
16
61
2
0
47
8
15
17
6
145
36
167
0
0
4
3
69
0
15
1
0
3
10
3
1
51
11
0
8
12
124
7
55
10
19
30
69
0
15
76
5
2
20
0
4
5
420
4
0
1
21
22
431
4
3
1
1
48
25
98
5
2
9
0
1
11
5
43
38
8
2
11
7
1
29
56
37
55
141
1084
12
8
20
2
18
5
4
31
0
6
0
57
2
45
1
3
3
0
1
5
51
44
12
43
0
19
6
92
0
20
2
2
0
19
9
13
2
3
5
0
6
0
46
19
15
2
103
1
0
5
34
60
121
12
385
1
0
0
48
10
1
3
5
12
19
1
265
0
17
6
12
16
13
15
0
6
21
20
0
22
2
7
84
3
0
9
17
48
132
0
7
4
1
109
33
49
2
14
1
21
6
7
7
77
13
10
8
27
6
3
48
9
0
145
6
0
2
3
5
0
99
27
0
0
3
14
4
6
29
16
1
1
0
11
0
159
7
0
75
18
2
11
10
3
3
202
1
9
3
0
14
6
3
36
4
36
10
9
37
19
3
23
25
86
1
3
9
3
19
2
0
2
14
5
0
6
42
124
0
3
0
10
11
3
10
1
6
54
23
3
2
0
6
7
5
1
3
2
1
10
2
3
4
1
6
0
1
4
11
3
72
1
10
34
22
7
64
18
13
74
0
16
8
129
8
10
138
18
1
1
2
2
2
2
101
3
49
10
31
0
29
39
53
1
1
0
6
15
2
30
0
1
2
34
0
12
82
3
2
62
8
142
3
187
21
0
7
19
18
30
148
24
4
71
5
3
216
3
13
6
1
1
15
17
0
3
12
15
27
93
2
72
2
895
76
9
5
13
0
1
1
8
2
9
2
3
32
16
0
7
34
27
0
3
2
29
40
3
36
0
8
0
7
10
22
13
10
32
45
10
11
32
0
231
9
5
47
31
0
27
14
4
8
1
3
9
4
4
31
2
8
29
27
0
43
13
88
22
1
2
8
5
2
0
3
7
12
0
4
0
52
0
41
12
7
238
0
17
3
3
67
6
94
28
2
6
0
5
14
0
2
7
9
1
36
16
5
24
111
11
24
6
5
0
18
19
16
4
5
7
5
3
5
3
2
91
7
10
22
12
6
31
0
55
4
53
1
0
29
7
12
46
10
51
1
9
3
1
5
124
1
6
1
5
11
0
1
1
35
4
7
8
17
53
119
2
0
7
1
7
19
18
68
4
13
24
0
6
25
16
12
13
19
10
34
3
1
140
69
5
9
59
0
6
1
52
40
20
18
0
8
85
15
0
7
1
0
14
10
62
2
2
9
17
136
28
0
59
12
0
7
23
6
7
0
23
8
3
0
4
37
5
50
10
30
8
18
6
0
51
30
9
8
42
17
0
0
19
26
13
7
144
0
69
7
792
2
9
39
94
67
186
9
10
0
4
49
2
28
22
2
3
28
0
8
0
6
6
14
30
0
46
5
29
0
84
69
0
14
8
5
14
0
1
11
2
28
1
6
4
3
0
84
7
8
6
14
0
3
24
132
46
104
4
113
20
8
22
118
47
2
10
10
0
3
11
739
2
104
13
3
21
59
92
1
40
7
20
3
31
3
2
42
3
19
9
2
2
3
7
14
8
17
0
4
269
4
12
6
3
19
7
8
25
35
0
3
0
3
53
13
7
0
13
1
20
153
0
11
49
1
236
23
0
17
28
0
0
46
7
24
3
6
0
0
0
42
2
0
51
17
199
8
3
1198
64
168
3
30
2
156
34
2
12
61
4
22
0
82
57
3
3
37
2
3
52
0
0
0
25
32
19
16
16
0
21
8
27
0
9
20
17
8
30
0
16
31
1
13
48
20
0
2
1
40
8
0
163
2
7
102
9
3
5
67
2
11
0
8
0
21
4
5
5
5
60
19
26
106
66
9
1
4
8
11
0
5
8
72
0
2
5
56
23
1
3
12
1
0
1
6
12
8
6
450
0
94
0
3
44
20
11
4
31
16
9
1
1
5
136
18
78
35
5
8
19
6
21
41
10
0
59
114
3
32
37
470
3
21
23
4
58
0
179
22
0
0
2
18
0
1
4
10
0
76
20
4
11
28
4
26
24
5
16
0
3
61
78
157
68
0
7
27
22
34
3
0
2
3
6
2
9
39
1
0
62
117
7
45
31
5
886
1
18
9
1
23
1
2
0
56
40
0
18
142
9
0
59
3
0
64
38
0
63
3
0
19
60
8
11
9
3
1818
247
14
23
118
163
3
85
0
7
3
40
182
11
16
10
35
0
4
21
0
8
3
7
9
22
3
8
23
5
7
2
11
1
1
144
8
0
4
2
0
0
1
12
7
6
17
0
3
15
4
1
0
7
6
14
117
111
1
0
7
3
25
17
0
18
0
3
36
31
0
2
3
15
4
5
2
0
19
1
0
129
5
72
1
7
10
2
1
72
1
5
14
11
17
9
4
78
0
11
112
10
10
35
4
1
5
2
10
13
4
3
13
19
2
24
4
116
37
3
85
0
59
0
0
31
2
62
3
16
178
6
29
13
19
50
9
65
80
13
2
4
1
0
7
139
78
7
90
21
27
20
1
0
1
3
16
0
2
34
13
93
1
39
0
5
0
4
17
3
3
2
0
39
1
2
0
0
0
48
0
5
0
4
5
2
0
8
5
9
4
1
0
18
3
3
4
65
23
29
0
16
4
33
36
0
10
83
2
6
30
11
3
0
32
60
101
28
10
2
15
10
78
215
60
2
6
13
60
33
2
1
1
2
3
0
8
87
1
3
6
0
1
4
2
12
17
5
9
2
0
16
75
1
0
0
17
4
3
0
4
22
7
1
6
305
2
7
0
530
1
26
1
4
0
8
38
10
2
7
1
1
184
1
125
42
221
2
0
5
4
3
38
3
1
5
17
5
1
0
8
26
23
0
77
15
155
24
30
5
0
132
8
2
1
24
1
145
0
21
15
3
0
6
1
2
14
3
8
19
57
6
93
49
228
139
1
0
0
6
1
16
48
28
2
23
11
17
30
86
0
47
56
6
4
15
9
16
49
0
2
16
1
3
43
6
25
4
4
0
30
2
41
3
7
6
4
12
7
12
55
81
65
0
6
5
84
9
0
26
22
10
4
13
10
60
18
0
8
5
1
3
37
154
8
8
1
0
101
0
0
8
17
9
1
4
0
114
13
2
3
1
19
13
4
188
30
1
5
2
4
23
19
12
7
25
2
9
1
20
1
176
31
17
29
2
3
1
1
0
17
1
4
3
0
5
6
29
50
2
25
0
8
20
9
3
51
1
27
42
5
82
4
0
168
229
60
50
26
1
8
0
5
0
3
27
7
14
19
0
2
48
16
0
1
2
28
2
109
2
5
19
5
1
46
37
11
77
534
19
42
6
26
1
51
11
0
5
23
0
3
2
19
12
29
25
30
84
164
94
7
8
2
30
0
44
46
2
17
1
0
3
6
8
8
1
12
4
0
36
6
60
0
111
0
53
15
0
2
20
6
0
8
46
1
7
23
0
8
52
39
2
0
0
10
3
0
1
17
16
1
12
3
93
1
0
29
6
5
148
139
1
9
11
17
20
5
2
2
35
0
0
23
7
0
10
3
6
11
108
25
2
4
4
3
2
4
12
3
12
43
14
1
41
82
70
7
14
48
0
4
0
0
33
0
3
26
7
1
0
7
55
7
21
15
9
26
5
70
13
6
1
8
5
13
10
37
0
44
5
2
4
20
40
13
1
46
61
11
2
8
9
18
2
88
5
1
5
16
4
0
31
10
16
13
6
2
28
68
7
32
5
5
28
8
3
8
28
13
13
0
0
63
0
3
26
19
6
4
2
33
0
2
12
2
2
1
11
44
4
15
13
9
10
60
58
3
1
5
21
210
264
11
13
2
6
7
0
16
51
0
14
50
7
34
6
16
3
44
185
17
31
59
6
18
102
2
5
2
0
3
13
3
264
4
3
4
2
21
3
5
1
7
3
2
8
23
17
44
1
186
9
2
2
15
21
2
40
3
9
11
11
122
0
0
13
15
11
6
0
0
19
119
53
1
0
31
32
135
0
2
15
36
104
28
9
0
1
10
24
46
8
4
20
50
43
92
0
37
8
37
34
0
94
1
19
4
105
2
12
4
2
70
10
5
1
71
19
20
23
45
17
6
0
10
19
9
42
1
241
1
2
0
15
0
8
0
11
16
19
14
60
15
29
2
1
8
29
37
13
5
10
0
7
0
100
1
8
3
0
5
9
3
5
0
13
1
36
0
1
42
7
3
0
7
1
0
5
0
81
4
3
6
2
3
8
7
1
0
54
88
13
48
0
5
49
2
6
14
47
10
16
21
0
3
17
13
31
8
10
39
18
21
3
0
8
0
9
26
5
57
0
0
4
3
13
3
16
40
1
1
35
1
1
2
1
4
0
116
1
26
52
0
0
36
7
0
211
8
15
15
48
3
0
0
0
0
238
29
14
8
2
7
40
4
0
0
32
30
1
5
10
2
11
2
2
7
78
10
26
10
10
63
6
14
11
0
0
13
341
57
2
10
195
2
3
14
8
68
1
6
6
10
28
1
18
7
0
4
14
4
0
5
10
11
0
2
0
3
11
59
2
124
7
0
34
77
1
0
3
2
13
0
4
23
33
23
1
19
836
0
55
25
1
199
20
23
21
36
4
13
2
10
39
7
0
155
1
105
33
0
6
2
5
93
42
0
2
3
2
1
10
56
10
15
38
24
25
4
33
34
0
6
0
24
2
30
19
594
0
34
0
0
2
0
10
2
0
22
39
8
2
2
5
56
16
1
18
0
12
14
2
10
100
19
0
65
59
21
1
99
22
7
0
8
1
18
1
13
4
30
13
1
15
3
4
14
0
17
54
3
3
112
5
12
23
2
23
48
1
146
2
0
1
4
0
1
13
125
15
20
1
4
20
53
0
1
41
49
0
14
4
15
0
580
29
17
6
75
12
16
0
6
3
0
27
5
1
2
3
1
0
2
9
67
2
3
5
56
2
5
31
14
44
4
0
10
9
2
128
8
2
0
3
11
13
97
8
5
0
1
1
15
0
3
4
2
1
2
18
2
5
10
34
19
0
7
8
2
35
57
203
2
5
0
10
42
11
2
39
1
9
29
0
67
0
0
22
1
3
0
11
727
26
14
6
10
21
594
24
20
38
2
7
9
21
1
5
40
183
30
79
8
8
32
1
1
13
7
35
62
40
37
13
6
2
1
0
7
15
33
34
2
0
41
12
24
0
8
27
0
2
33
4
4
3
0
4
3
6
7
8
1
12
55
14
10
0
8
18
1
8
19
3
0
31
7
9
1
30
7
18
5
16
7
1
119
3
0
2
3
11
10
17
4
83
4
14
4
21
45
9
24
0
0
95
13
2
54
4
19
21
0
4
21
3
44
12
2
8
1
0
10
0
153
3
31
17
4
4
22
6
47
11
1
5
37
6
295
100
23
19
3
10
1
21
0
6
4
21
0
3
1
1
2
3
13
20
3
4
4
0
42
13
3
38
1
17
0
10
2
0
0
0
28
1
2
2
1
6
17
3
1
25
29
3
46
46
1
5
36
7
11
170
47
3
33
6
0
2
2
91
7
8
6
44
2
21
0
5
27
1
7
244
33
10
0
6
1
0
26
1
16
0
8
153
13
15
26
0
3
0
1
93
7
25
0
5
74
18
46
0
26
0
24
9
0
28
13
21
48
21
1
0
0
16
40
3
4
13
28
10
39
7
6
32
0
42
2
96
54
3
7
3
6
0
8
0
4
3
0
17
5
0
0
77
11
54
0
0
102
1
8
0
1
17
1
1
0
43
0
187
0
191
7
0
0
1
5
1
34
1
13
12
258
106
12
3
2
27
1
0
5
19
19
13
9
77
3
5
48
47
109
6
8
43
0
5
17
12
0
46
29
0
8
85
10010
2
24
2
0
0
22
31
4
16
16
99
10
1
13
0
17
5
0
6
25
0
3
5
23
9
25
15
7
14
0
22
5
4
17
0
68
5
2
7
0
6
22
4
0
2
0
6
32
10
2
0
2
4
3
38
0
47
5
9
20
6
0
38
1
11
2
14
12
7
26
1
43
0
27
0
0
21
13
0
29
61
15
0
8
94
12
3
0
1
0
3
8
213
0
3
1
213
2
6
192
312
5
25
0
3
3
50
6
10
1
4
4
10
11
377
42
20
4
6
15
5
3
14
3
5
1
38
2
4
8
5
9
0
0
8
289
6
4
0
0
3
11
46
1
38
3
60
4
7
48
26
37
0
0
5
7
0
17
54
29
6
15
29
2
106
0
8
7
6
2
1
131
0
10
132
6
0
1
14
633
2
1
0
22
5
45
3
0
2
14
12
20
19
18
0
9
1
0
1
148
5
186
5
322
4
277
48
9
14
0
2
151
20
4
1
2
84
5
20
30
42
6
15
4
17
4
2
2
52
2
3
0
7
50
12
2
1
3
0
36
3
4
63
0
2
7
0
13
73
0
0
23
4
0
23
4
14
35
39
1
53
47
0
93
419
34
1
94
24
18
1
17
77
1
90
21
100
6
84
36
49
1
11
151
4
7
0
0
2
0
0
11
2
11
20
14
11
2
10
100
0
26
59
1
63
12
15
3
30
1
22
8
4
376
18
16
50
19
0
6
93
795
0
14
4
26
1
0
27
3
95
0
0
13
73
37
4
177
22
0
0
8
53
2
0
11
0
7
2
2
1
8
6
0
2
5
15
3
11
21
5
40
75
0
72
0
2
26
0
96
10
6
18
138
13
240
55
37
7
5
30
23
0
0
3
43
40
0
12
70
0
1756
1
12
5
27
175
475
93
0
22
1
5
1
6
0
0
0
46
15
20
5
73
5
2
7
9
9
4
10
1
126
12
2
5
5
4
25
3
7
4
4
12
4
365
17
5
0
5
2
8
1
191
2
60
71
444
2
6
30
22
263
1
14
0
0
42
4
97
15
7
21
24
1
3
16
27
0
2
3
66
0
9
1
15
155
0
0
13
1
3
16
28
2
2
4
0
0
0
8
30
4
1
24
0
2
20
59
14
5
173
3
14
3
14
8
35
5
0
4
14
239
5
169
16
44
24
51
1
0
116
1
4
8
8
104
2
14
7
114
9
79
15
0
2
8
13
1
22
5
16
202
25
11
28
0
3
2
30
7
6
34
32
5
3
1
12
101
19
45
0
0
4
6
2
20
1
3
15
22
163
32
8
17
24
62
25
35
14
4
34
15
15
19
6
45
7
36
0
6
53
8
3
59
29
0
1
13
88
9
10
2
18
18
1
271
19
23
1
3
2
6
10
2
5
182
0
4
50
20
3
24
9
2
4
4
0
6
14
4
1
11
0
171
4
1
5
15
7
48
4
26
23
7
11
5
0
3
4
19
1
168
0
6
0
5
3
9
0
5
213
2
0
3
15
1
22
2
0
102
12
15
9
7
7
13
28
10
1
0
388
3
46
2
0
14
49
0
8
1
0
2
5
31
75
31
6
0
3
12
1
2
1
74
2
0
64
8
7
0
60
3
1
19
0
3
11
12
0
21
17
0
0
131
60
0
5
0
1
10
1
10
0
29
0
4
220
6
95
26
20
2
4
0
28
193
28
72
1
10
43
18
3
32
31
98
75
24
7
123
14
10
7
4
10
5
3
108
11
0
6
2
54
542
30
1
15
1
16
3
0
3
38
6
3
0
0
14
7
0
42
2
0
44
43
18
6
188
0
0
2
14
7
2
67
0
88
1
3
1
1
20
33
13
6
116
15
0
2
25
7
61
17
13
38
8
60
1
18
0
83
17
3
238
0
6
2
0
1
8
0
0
20
0
7
59
164
0
33
2
13
3
1
5
17
174
20
1
14
12
1
22
78
230
40
6
0
94
28
1
9
10
4
0
45
0
35
6
25
0
972
1
9
90
13
23
2
2
11
4
0
34
1
0
7
2
1
0
7
24
45
4
228
0
7
1
3
3
55
2
0
66
32
809
1
31
8
6
6
1
0
0
10
11
10
5
52
4
17
3
8
1043
1
1
3
47
2
16
52
1
3
2
6
9
7
55
5
4
3
4
1
10
7
11
5
49
1
24
10
2
365
8
3
0
14
5
93
39
8
16
19
25
43
30
33
3
5
29
20
11
22
2
4
28
0
15
31
17
148
129
21
5
12
5
0
12
4
3
0
9
39
23
3
2
0
11
15
3
2
23
83
0
10
5
9
3
30
7
7
5
0
2
5
27
90
45
39
25
4
76
3
2
3
36
1
0
5
8
1
6
31
1
9
1
26
27
5
10
7
10
81
0
27
0
0
1
12
7
96
0
16
84
19
0
16
56
9
0
6
7
14
0
14
33
11
177
15
7
51
1
0
7
0
3
5
0
1
9
0
5
6
120
10
5
13
3
29
6
6
0
2
35
0
9
116
0
1
2
66
0
21
0
2
56
7
8
16
9
84
162
0
6
28
32
2
0
5
122
34
69
1
36
24
5
92
9
57
9
22
0
17
62
1
0
140
15
13
45
6
6
76
5
9
48
39
384
13
56
37
8
2
14
5
6
81
74
4
50
3
15
135
14
10
13
10
1
38
8
9
3
0
38
1
40
10
31
31
1
1
10
0
11
8
0
12
24
32
4
0
6
52
7
11
1
0
16
1
2
1
19
11
14
8
3
0
1
14
16
52
1
0
7
15
0
0
2
6
38
5
31
238
2
32
2
0
2
7
7
2
36
223
0
4
13
27
0
1
10
38
18
155
116
14
33
46
0
17
14
12
6
32
391
0
151
7
8
5
35
5
4
7
6
3
0
4
6
12
23
6
0
8
1063
53
0
8
7
16
31
49
9
61
4
4
3
89
7
9
3
1
13
16
7
53
2
1
10
2
45
6
1
11
16
354
34
112
31
33
20
16
0
13
1
2
5
2
24
1
7
34
0
223
1
120
1
116
5
133
70
8
0
38
1
57
0
20
22
2
1
3
0
1
3
18
3
0
48
3
1
84
18
1
10
7
17
1
0
121
0
12
10
7
2
24
11
1
10
3
9
16
23
2
180
2
265
8
16
12
29
11
4
1
6
26
1
4
7
11
91
101
12
6
0
2
18
1
0
15
3
92
1
13
49
27
8
1
2
0
8
14
35
8
61
0
129
10
90
12
0
0
22
175
5
9
14
7
14
22
7
3
35
5
2
132
0
0
3
2
19
14
47
20
1
4
10
5
6
54
3
5
11
15
9
45
67
3
6
0
12
1
0
3
17
20
16
26
95
53
25
3
0
161
3
2
2
55
5
279
0
169
0
14
8
1
0
21
3
12
4
19
5
9
2
0
0
13
0
4
91
0
0
22
31
1
2
2
5
0
0
0
63
44
0
23
7
18
8
64
37
109
6
7
3
7
1
32
27
0
5
0
4
62
183
16
3
5
2
15
50
7
17
27
13
2
2
28
1
32
11
2
0
19
79
4
186
23
2
3
38
2
0
14
0
0
15
18
11
5
0
33
290
4
11
11
184
33
6
1
14
7
206
1
7
2
18
5
245
1
3
1
12
34
0
90
51
8
11
0
0
8
0
0
11
21
0
7
33
0
16
0
32
36
6
9
40
4
408
1
0
112
23
6
11
0
20
12
11
0
2
0
581
31
10
1
57
28
102
3
65
27
8
29
170
0
2
12
13
5
15
1
1
3
1
82
25
0
7
0
47
8
1
39
3
21
49
45
13
2
4
10
8
5
26
3
0
5
12
8
5
3
1
18
1
1
9
0
33
8
94
0
12
0
5
1
8
15
112
8
1
1
1
6
97
1
68
30
2
18
6
1
0
15
0
1
9
0
7
0
2
1
1
31
0
32
0
7
0
0
7
0
8
6
1
12
3
1
2
5
6
3
2
22
62
1
188
0
3
18
39
8
12
9
9
79
154
1
20
2
1
1
7
73
1
4
14
4
2
44
3
1
32
5
5
106
87
1
52
94
14
24
2
11
31
1
8
36
0
23
12
22
8
3
28
23
1
50
2
1
142
1
2
6
3
6
5
7
1
8
32
37
4
29
0
4
6
8
2
86
1
9
6
0
2
6
