x_tsne,y_tsne,x_1_topic_probability,dominant_topic,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19
26.777193,43.898426,0.9706323146820068,2,0.0,0.0166542436927557,0.9706323146820068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-39.601105,-31.47262,0.9801886081695557,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9801886081695557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-35.273693,1.3129835,0.6741576194763184,7,0.0,0.015306448563933372,0.0,0.0,0.0,0.0,0.018820812925696373,0.6741576194763184,0.0,0.03906555101275444,0.0,0.0,0.0,0.0,0.24780410528182983,0.0,0.0,0.0,0.0,0.0
-20.011822,39.714813,0.6314921975135803,0,0.6314921975135803,0.0,0.21514298021793365,0.037325698882341385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10838419944047928,0.0,0.0,0.0,0.0,0.0,0.0
-33.331,-19.229822,0.6234798431396484,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6234798431396484,0.0,0.0,0.0,0.0,0.3577272593975067,0.0,0.0,0.0,0.0,0.0,0.0
-36.01805,-27.873436,0.7840783596038818,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7840783596038818,0.0,0.0,0.0,0.12131036818027496,0.07813642174005508,0.0,0.0,0.0,0.0,0.0,0.0
-3.694282,-25.636927,0.8081105947494507,6,0.011308782733976841,0.0,0.0,0.0,0.0,0.0,0.8081105947494507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1753024458885193,0.0,0.0,0.0,0.0,0.0
-30.984997,-26.137968,0.7000458240509033,8,0.0,0.0,0.0,0.0,0.0,0.0,0.18014055490493774,0.0,0.7000458240509033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10611569881439209,0.0,0.0,0.0
2.4838166,18.406733,0.6063700318336487,11,0.03526158258318901,0.0,0.1565432995557785,0.0,0.010773062705993652,0.0,0.06340545415878296,0.0,0.0,0.0,0.0,0.6063700318336487,0.0,0.0,0.10429443418979645,0.0,0.0,0.01941545493900776,0.0,0.0
-36.96378,-22.282309,0.2958167791366577,10,0.0,0.0,0.0,0.0,0.0646643340587616,0.0,0.0,0.0,0.284539133310318,0.2828662693500519,0.2958167791366577,0.0,0.06311076879501343,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.382317,10.916857,0.32739710807800293,13,0.0,0.0,0.0,0.18097764253616333,0.0,0.0,0.0,0.24003750085830688,0.0,0.0,0.0,0.20818880200386047,0.0,0.32739710807800293,0.0,0.0,0.0,0.03690735623240471,0.0,0.0
-6.0457597,-24.756674,0.6082159876823425,6,0.049171049147844315,0.0,0.0,0.1607970893383026,0.0,0.0,0.6082159876823425,0.0,0.022234542295336723,0.0,0.0,0.0,0.0,0.0,0.0,0.15140341222286224,0.0,0.0,0.0,0.0
-36.392803,-31.986412,0.8506735563278198,8,0.0,0.0,0.0,0.11760017275810242,0.0,0.0,0.0,0.0,0.8506735563278198,0.0,0.0,0.0,0.0,0.02050408534705639,0.0,0.0,0.0,0.0,0.0,0.0
7.1848454,42.76478,0.4999324083328247,2,0.0,0.0,0.4999324083328247,0.0,0.0,0.0,0.0,0.0,0.0,0.0715734213590622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41837185621261597,0.0,0.0
11.696141,-0.9135284,0.34971070289611816,5,0.0,0.0,0.07568971812725067,0.0,0.0,0.34971070289611816,0.0,0.0,0.08591827750205994,0.0,0.0,0.0,0.0,0.23133935034275055,0.02723846584558487,0.0,0.04522468149662018,0.17996211349964142,0.0,0.0
23.830183,30.216131,0.6733900904655457,2,0.0,0.03515269607305527,0.6733900904655457,0.08052980899810791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05580984428524971,0.0,0.0,0.0,0.0,0.0,0.0,0.14508038759231567
49.946167,-0.21982439,0.8090275526046753,13,0.0,0.0,0.0,0.0,0.0,0.0,0.05255797877907753,0.0,0.0,0.0,0.0,0.0,0.0,0.8090275526046753,0.11586244404315948,0.0,0.0,0.0,0.0,0.0
-12.6757145,-21.955664,0.36638638377189636,6,0.0,0.0,0.0,0.0870172530412674,0.0,0.0,0.36638638377189636,0.22493645548820496,0.3049686849117279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-10.547922,1.6905181,0.544852614402771,18,0.13903045654296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23208412528038025,0.07178861647844315,0.0,0.0,0.544852614402771,0.0
47.527805,6.711447,0.609176754951477,13,0.0,0.0,0.19536574184894562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.609176754951477,0.0,0.0,0.0,0.1763162910938263,0.0,0.0
34.742752,-12.799051,0.36820539832115173,13,0.0,0.0,0.0,0.0,0.049988310784101486,0.0,0.0,0.03822847455739975,0.23556816577911377,0.0,0.0,0.014094620943069458,0.0,0.36820539832115173,0.0,0.0460374690592289,0.0,0.0,0.0,0.2413681298494339
-33.500435,42.94487,0.9749464988708496,0,0.9749464988708496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-43.987324,2.1130922,0.8733973503112793,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8733973503112793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11826357245445251,0.0,0.0
18.777784,-15.901291,0.8963499069213867,3,0.0,0.0,0.021325109526515007,0.8963499069213867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07227301597595215,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-5.7357745,46.139355,0.956712007522583,17,0.0,0.0,0.0,0.0,0.0,0.03258205205202103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.956712007522583,0.0,0.0
13.189253,20.380774,0.570932149887085,2,0.040835220366716385,0.0,0.570932149887085,0.0,0.3825625777244568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-43.84159,-20.711557,0.7245571613311768,8,0.1559787094593048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7245571613311768,0.0,0.0,0.0,0.0,0.0,0.0,0.11292607337236404,0.0,0.0,0.0,0.0
